4,1,295,148,5
4,1,283,127,5
4,1,297,115,5
4,1,311,103,5
4,1,361,100,5
4,1,376,114,5
4,1,388,123,5
4,1,960,46,5
4,1,986,15,5
4,1,1078,106,5
4,1,1096,153,5
4,1,1096,233,5
4,1,945,147,31
4,1,1101,208,24
4,1,1124,160,34
4,1,1031,596,23
4,2,316,621,123
4,2,952,405,23
4,4,622,721,5
4,4,679,194,5
4,4,676,209,5
4,4,268,218,5
4,4,1242,793,5
4,4,1255,777,5
5,1,835,493,109
5,1,861,1113,38
5,1,1198,493,41
5,1,722,292,106
5,1,69,529,39
5,1,311,120,49
5,1,822,105,69
5,1,828,105,5
5,1,499,686,5
5,1,1092,154,5
5,1,331,231,47
5,1,586,552,5
5,1,195,866,5
5,1,1226,200,5
5,1,527,655,78
5,1,712,822,68
5,1,907,763,142
5,1,1010,519,129
5,1,933,244,149
5,1,866,215,52
5,1,581,128,138
5,1,506,367,60
5,1,156,793,5
5,1,226,775,5
5,1,219,728,5
5,1,349,966,5
5,1,320,952,5
5,1,501,534,5
5,1,484,505,5
5,1,471,510,5
5,1,374,263,5
5,1,403,172,17
5,1,757,17,5
5,1,785,18,5
5,1,1029,103,18
5,1,1265,571,5
5,1,629,609,5
5,1,506,973,5
5,1,433,1113,5
5,1,229,836,5
5,2,352,471,103
5,2,80,639,66
5,2,703,1120,25
5,2,923,1012,44
5,2,981,957,34
5,2,140,534,31
5,2,46,469,18
5,2,122,219,20
5,2,1318,398,22
5,2,1281,802,48
5,4,268,84,5
5,4,945,68,5
5,4,1239,845,5
5,4,242,657,5
5,4,600,396,5
6,1,1221,565,147
6,1,1231,583,62
6,1,802,313,5
6,1,941,316,5
6,1,925,859,5
6,1,1066,831,5
6,1,1021,749,21
6,1,1229,914,27
6,1,1215,747,22
6,1,996,584,5
6,1,774,86,5
6,2,359,537,120
6,2,769,544,44
6,2,1023,262,12
6,2,1337,903,22
6,2,621,122,47
6,2,634,1049,27
6,2,327,1093,35
6,3,935,645,8
6,4,1096,919,5
6,4,294,926,5
6,4,284,102,5
6,4,614,1144,5
6,4,999,67,5
7,1,792,1030,72
7,1,573,159,86
7,1,193,650,41
7,1,1080,899,5
7,1,707,580,5
7,1,745,562,5
7,1,275,555,5
7,1,177,550,5
7,1,712,282,5
7,1,1080,133,5
7,1,308,601,232
7,1,609,614,92
7,1,817,346,62
7,1,1355,480,95
7,1,513,795,86
7,1,672,741,5
7,1,684,730,5
7,1,586,655,5
7,1,620,628,5
7,1,649,547,5
7,1,624,531,5
7,1,295,533,75
7,1,365,612,5
7,1,408,576,5
7,1,440,764,5
7,1,122,413,5
7,1,504,320,5
7,1,262,284,5
7,1,317,119,5
7,1,395,325,5
7,1,1076,103,43
7,1,1213,127,16
7,1,1146,355,5
7,1,1142,175,5
7,1,1312,217,5
7,1,1243,223,5
7,1,875,538,5
7,1,827,528,28
7,1,1239,969,5
7,1,1035,903,5
7,1,1068,905,31
7,1,296,989,5
7,2,1228,703,25
7,2,1230,761,14
7,2,1323,819,18
7,2,1101,17,26
7,2,1063,188,23
7,2,744,732,23
7,2,659,1028,47
7,2,652,1109,25
7,2,708,1095,34
7,2,411,928,5
7,2,157,872,5
7,2,474,1133,5
7,2,1294,730,129
7,2,1256,732,23
7,2,880,941,5
7,2,389,220,93
7,2,135,285,5
7,2,866,72,28
7,2,204,249,59
7,3,1037,552,89
7,3,1105,960,23
7,4,1109,740,5
7,4,898,709,5
8,1,1023,678,105
8,1,535,511,64
8,1,768,92,91
8,1,450,138,54
8,1,550,681,38
8,1,208,881,59
8,1,694,570,103
8,1,612,447,59
8,1,493,624,46
8,1,499,444,5
8,1,475,483,5
8,1,360,986,44
8,1,564,773,29
8,1,567,671,5
8,1,549,578,5
8,1,559,576,5
8,1,687,835,5
8,1,593,720,5
8,1,857,873,5
8,1,848,896,5
8,1,1160,818,5
8,1,1143,780,32
8,1,1205,742,26
8,1,1216,858,5
8,1,1150,883,5
8,1,1055,801,5
8,1,1042,796,5
8,1,939,808,5
8,1,872,852,5
8,1,1084,891,5
8,1,1135,635,5
8,1,1159,627,5
8,1,954,540,5
8,1,1009,524,5
8,1,1105,187,30
8,1,1263,228,5
8,1,920,61,30
8,1,681,387,5
8,1,367,19,5
8,1,273,919,5
8,1,919,823,5
8,1,959,788,5
8,1,754,410,5
8,2,69,420,5
8,2,329,1095,5
8,2,1340,840,5
8,2,350,604,97
8,2,1088,343,5
8,2,1167,241,5
8,4,497,1141,5
8,4,473,1138,5
9,1,362,971,99
9,1,555,1113,64
9,1,655,573,154
9,1,897,624,44
9,1,452,596,46
9,1,1080,768,103
9,1,768,1030,91
9,1,585,1003,5
9,1,647,988,5
9,1,837,725,5
9,1,1092,479,5
9,1,1006,625,5
9,1,839,620,5
9,1,840,647,5
9,1,1031,592,5
9,1,956,648,5
9,1,951,611,5
9,1,950,736,5
9,1,1069,512,5
9,1,1063,517,5
9,1,657,400,5
9,1,314,40,5
9,1,279,44,5
9,1,194,405,41
9,3,290,583,104
9,3,668,328,28
9,3,120,562,17
9,4,995,603,5
9,4,225,357,5
9,4,891,528,5
9,4,783,787,5
9,4,530,955,5
9,4,1061,590,5
9,4,66,461,5
9,4,60,472,5
10,1,753,871,110
10,1,380,814,57
10,1,835,465,41
10,1,409,498,75
10,1,213,691,36
10,1,527,346,5
10,1,470,424,5
10,1,421,254,5
10,1,545,825,90
10,1,938,1017,5
10,1,907,704,5
10,1,382,955,5
10,1,966,1021,44
10,1,1118,916,5
10,1,1238,771,5
10,1,1202,759,5
10,1,914,646,38
10,1,750,621,79
10,1,634,497,5
10,1,899,511,5
10,1,898,503,5
10,1,633,437,28
10,1,524,150,5
10,1,658,161,5
10,1,511,232,5
10,1,458,131,5
10,1,250,267,5
10,1,342,651,108
10,1,397,676,41
10,1,299,710,42
10,1,662,763,29
10,1,642,809,5
10,1,456,684,5
10,1,640,379,5
10,1,576,391,5
10,2,1346,812,45
10,2,1302,710,52
10,2,273,969,5
10,2,243,993,32
10,2,1399,495,5
10,2,1305,405,5
10,2,1322,448,5
10,2,1287,425,5
10,2,1285,765,37
10,2,573,199,26
10,2,1356,676,67
10,2,1091,131,5
10,2,190,505,71
10,2,608,1067,70
10,3,945,1097,18
10,3,898,1052,14
10,3,571,929,12
10,3,548,165,10
10,3,726,325,31
10,3,1076,568,108
10,3,284,863,16
10,4,1015,1099,5
10,4,1072,915,5
10,4,470,36,5
10,4,668,1119,5
10,4,401,1073,5
10,4,234,390,5
10,4,135,356,5
10,4,474,372,5
10,4,726,458,5
10,4,722,465,5
10,4,694,510,5
10,4,864,627,5
10,4,687,1002,5
11,1,653,765,110
11,1,586,354,62
11,1,1038,570,42
11,1,874,174,64
11,1,920,416,49
11,1,635,490,95
11,1,645,907,51
11,1,879,930,51
11,1,1118,745,128
11,1,858,861,65
11,1,1013,354,46
11,1,1108,431,44
11,1,961,619,5
11,1,990,799,5
11,1,334,902,5
11,1,856,43,46
11,1,313,833,5
11,1,401,1005,5
11,1,345,957,64
11,1,768,1064,22
11,1,1056,1108,16
11,1,730,859,36
11,1,588,1077,32
11,1,837,1084,5
11,1,909,1064,5
11,1,675,972,5
11,1,663,976,5
11,1,961,929,5
11,1,958,920,5
11,1,866,791,5
11,1,1116,996,27
11,1,1272,861,19
11,1,1048,1042,5
11,1,1031,1011,5
11,1,1173,1082,5
11,1,1193,970,5
11,1,978,1024,5
11,1,993,1020,5
11,1,1100,921,5
11,1,801,954,5
11,1,1287,765,5
11,1,927,654,5
11,1,831,719,5
11,1,913,305,57
11,1,1048,299,22
11,1,1007,234,18
11,1,860,434,5
11,1,1046,480,5
11,1,926,499,5
11,1,763,394,5
11,1,777,48,5
11,1,745,67,5
11,1,329,68,5
11,1,448,730,5
11,1,510,713,5
11,1,409,904,5
11,1,426,1002,5
11,1,513,1016,5
11,1,388,1049,5
11,1,676,1093,22
11,1,436,1030,21
11,2,295,519,102
11,2,905,636,5
11,2,766,182,5
11,2,469,311,5
11,2,568,70,100
11,2,1342,834,37
11,2,66,411,5
11,2,415,665,5
11,2,492,542,5
11,2,328,672,5
11,2,396,703,5
11,2,593,655,5
11,2,890,700,5
11,2,846,273,5
11,2,146,197,5
11,2,212,224,5
11,2,376,1100,5
11,2,500,996,5
11,2,988,939,5
11,2,1086,931,5
11,2,660,608,5
11,2,691,617,5
11,2,706,623,5
11,2,729,598,5
11,2,136,755,55
11,2,1274,186,84
11,2,386,321,5
11,2,538,861,5
11,3,263,284,13
11,3,976,466,10
11,3,974,443,8
11,3,768,79,15
11,4,1231,820,5
11,4,765,409,5
11,4,268,218,5
12,1,799,560,67
12,1,709,745,5
12,1,1052,672,5
12,1,1006,557,5
12,1,1126,433,5
12,1,1160,383,5
12,1,885,256,5
12,1,877,461,39
12,1,1067,363,34
12,1,943,463,5
12,1,1114,221,5
12,1,819,234,5
12,2,400,596,116
12,2,959,560,5
12,2,940,575,5
12,2,1237,540,5
12,2,1302,384,26
12,2,1230,789,5
12,2,1339,839,5
12,2,998,891,54
12,2,1120,1035,49
12,2,1244,914,55
12,2,1270,942,43
12,2,843,668,44
12,3,1035,134,11
12,4,878,555,5
12,4,876,529,5
12,4,737,628,5
12,4,1173,8,5
13,1,828,750,351
13,1,918,1136,38
13,1,514,94,39
13,1,514,238,84
13,1,1028,256,83
13,1,1272,552,162
13,1,1278,220,5
13,1,1134,305,5
13,1,1185,161,5
13,1,319,89,5
13,1,637,123,5
13,1,997,1084,5
13,1,825,1069,5
13,1,894,496,5
13,1,774,488,5
13,1,864,984,5
13,1,416,981,5
13,1,198,639,5
13,1,836,214,5
13,1,797,321,5
13,1,854,322,5
13,1,850,283,47
13,1,1191,247,61
13,1,1160,261,28
13,1,265,237,5
13,1,346,271,5
13,1,302,357,5
13,2,400,547,108
13,2,1220,936,30
13,3,1288,855,13
13,3,1179,73,40
13,4,270,216,5
13,4,611,134,5
13,4,854,162,5
13,4,1038,61,5
13,4,973,13,5
13,4,945,21,5
13,4,732,79,5
14,1,511,735,314
14,1,722,298,115
14,1,558,483,41
14,1,344,61,70
14,1,655,192,77
14,1,342,727,51
14,1,123,647,39
14,1,164,506,67
14,1,1051,1064,72
14,1,241,233,60
14,1,1224,223,64
14,1,265,619,5
14,1,239,986,40
14,1,544,949,5
14,1,637,870,5
14,1,167,332,32
14,2,1170,619,108
14,2,382,412,5
14,2,330,1096,5
14,2,821,463,47
14,2,1040,144,55
14,3,480,1097,30
14,3,340,235,17
14,3,498,59,23
14,3,931,110,17
14,3,947,171,30
14,4,448,297,5
14,4,220,325,5
14,4,729,1137,5
14,4,995,719,5
15,1,925,873,113
15,1,275,789,54
15,1,1028,665,52
15,1,1041,467,54
15,1,900,465,59
15,1,1105,136,62
15,1,481,66,41
15,1,272,254,5
15,1,751,105,5
15,1,774,316,115
15,1,720,532,102
15,1,853,619,95
15,1,1100,575,100
15,1,1072,364,98
15,1,936,236,62
15,1,542,107,49
15,1,1110,1046,83
15,1,232,946,5
15,1,286,904,5
15,1,958,721,51
15,1,1077,745,5
15,1,1201,535,5
15,1,901,348,5
15,1,387,158,5
15,1,384,103,25
15,1,540,344,27
15,1,423,266,20
15,1,466,164,5
15,1,574,438,5
15,1,546,679,51
15,1,381,801,5
15,1,738,824,5
15,1,762,697,5
15,1,676,664,5
15,1,1091,223,5
15,1,774,180,5
15,1,782,170,5
15,2,354,461,102
15,2,1342,236,32
15,2,731,892,16
15,2,386,667,5
15,2,357,645,5
15,2,563,501,5
15,2,1090,849,19
15,2,1030,793,5
15,2,1029,769,5
15,2,1018,756,5
15,2,1154,671,5
15,2,58,519,35
15,2,93,626,29
15,2,65,684,26
15,2,1269,934,33
15,2,218,851,5
15,2,957,426,5
15,2,927,395,5
15,3,721,803,5
15,3,944,531,5
15,3,787,813,5
15,3,785,716,5
15,3,535,484,5
15,3,292,605,5
15,3,779,151,5
15,4,863,721,5
15,4,887,738,5
15,4,1236,541,5
15,4,460,771,5
15,4,512,849,5
15,4,779,705,5
15,4,1122,252,5
15,4,1112,257,5
15,4,1033,77,5
15,4,1004,167,5
15,4,305,337,5
16,1,951,611,104
16,1,740,555,59
16,1,496,367,111
16,1,162,215,44
16,1,563,606,93
16,1,375,706,71
16,1,486,729,45
16,1,265,645,55
16,1,172,555,77
16,1,429,606,116
16,1,1116,490,45
16,1,1254,413,67
16,1,754,677,5
16,1,669,658,5
16,1,535,730,5
16,1,595,705,5
16,1,1140,560,62
16,1,1173,362,5
16,1,1276,336,5
16,1,1139,357,5
16,1,1308,357,33
16,1,922,308,27
16,1,1016,238,46
16,1,975,10,25
16,1,1126,150,68
16,1,908,47,22
16,1,808,312,60
16,1,745,387,42
16,1,642,373,35
16,1,617,441,34
16,1,804,396,46
16,1,315,500,23
16,1,309,542,21
16,1,283,405,5
16,1,369,414,5
16,1,668,469,5
16,1,692,492,5
16,1,226,442,5
16,1,288,427,5
16,1,217,432,5
16,1,204,306,32
16,1,360,452,23
16,1,695,657,5
16,1,717,649,5
16,2,1320,213,27
16,2,680,22,21
16,2,1052,841,45
16,2,589,152,46
16,2,348,197,36
16,2,280,250,36
16,2,83,373,59
16,2,1155,337,5
16,2,1152,326,5
16,2,1342,275,54
16,2,1193,1055,42
16,3,252,324,5
16,3,312,319,5
16,3,400,105,56
16,3,537,39,49
16,3,969,450,41
16,4,1176,338,5
16,4,1170,342,5
16,4,1177,437,5
16,4,1154,353,5
16,4,826,545,5
16,4,1005,418,5
16,4,870,453,5
16,4,970,321,5
16,4,961,318,5
16,4,673,264,5
16,4,1022,299,5
16,4,863,34,5
16,4,603,78,5
16,4,243,198,5
16,4,233,196,5
16,4,210,199,5
16,4,299,583,5
16,4,298,845,5
17,1,599,270,87
17,1,326,407,71
17,1,304,748,67
17,1,291,598,51
17,1,253,507,19
17,1,817,428,5
17,1,567,442,5
17,1,594,23,31
17,1,920,126,39
17,1,968,135,21
17,1,1113,35,26
17,1,1014,1082,5
17,2,1045,489,105
17,2,874,432,21
17,2,424,123,83
17,2,190,343,71
17,2,626,669,81
17,2,281,264,71
17,4,742,42,5
17,4,726,63,5
17,4,228,786,5
18,1,1158,313,73
18,1,1050,482,84
18,1,1072,262,27
18,1,923,186,27
18,1,1159,477,28
18,1,1019,219,22
18,1,970,247,5
18,1,983,281,5
18,1,849,210,5
18,1,1157,403,5
18,1,1101,462,5
18,1,1099,447,5
18,1,1117,456,5
18,1,1061,614,5
18,1,991,632,5
18,1,1281,635,5
18,1,1205,589,5
18,1,1168,862,5
18,1,1056,1039,54
18,1,836,887,24
18,1,960,898,20
18,1,1059,1034,23
18,1,702,789,5
18,1,302,532,5
18,1,286,752,5
18,1,279,777,20
18,1,256,590,58
18,1,274,247,39
18,1,957,119,26
18,1,785,417,5
18,1,1215,433,5
18,1,1300,358,5
18,1,1202,785,5
18,2,487,458,106
18,2,1109,713,49
18,2,1190,83,54
18,2,141,354,101
18,2,1359,399,5
18,2,1308,515,5
18,2,1233,539,5
18,2,1217,755,5
18,2,1235,755,5
18,2,730,667,56
18,2,408,859,61
18,3,319,375,5
18,3,307,368,5
18,3,1156,190,5
18,4,1130,73,5
18,4,1242,412,5
18,4,1043,312,5
18,4,1249,645,5
18,4,1234,657,5
19,1,596,701,152
19,1,789,765,53
19,1,550,899,59
19,1,635,971,61
19,1,774,1007,72
19,1,344,557,43
19,1,347,220,111
19,1,627,53,96
19,1,905,110,44
19,1,393,568,35
19,1,676,884,44
19,1,344,694,30
19,1,251,714,20
19,1,383,799,31
19,1,430,911,51
19,1,322,950,19
19,1,115,494,5
19,1,540,745,5
19,1,528,726,5
19,1,651,718,5
19,1,470,573,5
19,1,546,384,5
19,1,419,413,5
19,1,174,556,5
19,1,218,516,5
19,1,242,534,5
19,1,580,374,5
19,1,214,159,5
19,1,330,94,24
19,1,789,24,21
19,1,994,89,33
19,1,1244,191,54
19,1,1279,343,16
19,1,848,802,32
19,1,901,766,52
19,1,798,657,5
19,1,893,729,5
19,1,1163,764,5
19,1,975,1002,5
19,1,1046,1102,38
19,1,801,901,46
19,1,895,834,5
19,1,292,891,5
19,1,445,831,51
19,1,393,732,40
19,1,289,786,5
19,1,282,773,5
19,1,323,649,5
19,1,435,601,5
19,1,404,622,5
19,1,498,427,5
19,1,548,397,5
19,1,508,525,5
19,1,428,314,5
19,1,437,317,5
19,1,460,336,5
19,1,573,259,5
19,1,510,104,5
19,1,140,274,5
19,1,711,274,28
19,1,831,48,5
19,1,871,67,5
19,1,856,95,5
19,1,974,285,5
19,1,747,564,5
19,1,738,549,5
19,1,634,560,5
19,1,852,498,5
19,2,1132,580,133
19,2,1296,860,5
19,2,387,413,5
19,2,227,653,5
19,2,222,672,5
19,2,819,553,5
19,2,1373,624,5
19,2,1149,28,5
19,2,1109,51,5
19,2,756,91,5
19,2,263,416,43
19,3,459,506,5
19,3,474,481,5
19,3,940,243,21
19,4,327,431,5
19,4,385,461,5
19,4,213,201,5
19,4,884,24,5
19,4,879,16,5
19,4,1013,55,5
19,4,965,30,5
19,4,123,671,5
19,4,328,1098,5
19,4,296,482,5
19,4,144,239,5
19,4,455,149,5
20,1,915,385,62
20,1,1203,310,57
20,1,763,997,123
20,1,1085,1035,67
20,1,661,159,150
20,1,411,771,137
20,1,547,979,121
20,1,612,794,92
20,1,465,300,46
20,1,504,411,82
20,1,550,588,113
20,1,915,82,67
20,1,1126,177,77
20,1,650,460,98
20,1,378,406,56
20,1,874,303,31
20,1,650,246,34
20,1,578,305,70
20,1,689,647,5
20,1,277,547,5
20,1,313,969,5
20,1,1103,524,5
20,1,897,238,5
20,1,918,256,5
20,1,1252,848,5
20,1,193,611,5
20,1,419,999,70
20,1,807,462,49
20,1,297,889,5
20,1,220,976,5
20,1,203,473,5
20,1,296,509,5
20,1,287,524,5
20,1,255,653,5
20,1,281,537,5
20,1,617,192,18
20,1,813,210,5
20,1,813,192,5
20,1,996,139,5
20,1,933,742,16
20,1,903,1058,38
20,1,1148,936,34
20,1,1246,911,5
20,1,1029,780,5
20,1,999,856,5
20,1,958,809,5
20,1,962,744,5
20,1,911,924,5
20,1,923,859,5
20,1,908,867,5
20,1,719,827,5
20,1,1006,982,5
20,1,1009,967,5
20,1,697,1113,5
20,1,822,1123,5
20,1,787,619,5
20,1,759,693,5
20,1,997,538,5
20,1,706,341,49
20,1,808,404,17
20,1,898,459,34
20,1,866,217,5
20,1,815,53,5
20,1,537,221,5
20,1,270,219,5
20,1,298,228,5
20,1,383,508,5
20,1,309,470,5
20,1,305,483,5
20,1,217,560,5
20,1,210,568,5
20,1,298,874,5
20,1,586,1139,5
20,1,628,1116,38
20,1,852,587,5
20,1,952,583,5
20,1,741,573,5
20,1,880,753,5
20,2,1257,580,126
20,2,59,648,85
20,2,1389,346,27
20,2,1304,192,47
20,2,1370,254,19
20,2,1356,818,48
20,2,1267,756,5
20,2,824,124,5
20,2,847,163,5
20,2,481,219,26
20,2,1075,465,25
20,2,873,879,14
20,2,172,296,5
20,2,282,98,5
20,2,396,64,5
20,3,865,564,5
20,3,808,877,5
20,3,820,771,5
20,3,643,891,5
20,3,836,792,5
20,4,719,876,5
20,4,184,606,5
20,4,203,631,5
20,4,251,641,5
20,4,1289,806,5
20,4,1171,987,5
20,4,1311,716,5
21,1,820,1059,113
21,1,1002,573,207
21,1,1031,174,83
21,1,378,940,111
21,1,632,17,34
21,1,612,200,63
21,1,383,236,28
21,1,254,195,33
21,1,625,1043,62
21,1,751,228,55
21,1,571,868,29
21,1,943,15,5
21,1,758,22,5
21,1,984,933,5
21,1,198,845,5
21,1,200,711,5
21,1,676,100,5
21,1,703,183,39
21,1,615,121,36
21,1,526,198,14
21,1,662,346,26
21,1,748,373,61
21,1,848,215,35
21,1,452,367,5
21,1,881,384,5
21,1,913,74,5
21,1,668,74,5
21,1,690,19,5
21,1,447,44,5
21,1,528,145,5
21,1,537,150,5
21,1,565,135,5
21,1,929,246,5
21,1,920,246,5
21,1,885,256,5
21,1,694,706,5
21,1,737,648,5
21,1,831,840,5
21,1,793,879,5
21,1,762,875,5
21,1,900,905,5
21,1,885,922,5
21,1,583,803,5
21,1,559,635,5
21,1,713,987,17
21,1,502,1107,5
21,1,1030,943,5
21,1,1108,956,5
21,1,219,865,5
21,1,235,879,5
21,1,220,335,5
21,1,313,90,5
21,1,317,71,5
21,1,484,28,5
21,1,758,135,5
21,1,705,535,5
21,1,1345,643,5
21,1,1237,540,5
21,1,1258,306,5
21,2,224,565,94
21,2,482,206,12
21,2,869,748,5
21,2,1084,1057,5
21,2,1314,696,5
21,2,1298,664,5
21,2,936,844,5
21,2,880,771,5
21,2,592,841,5
21,2,407,738,5
21,2,491,835,5
21,2,648,924,59
21,2,101,771,42
21,2,63,554,28
21,2,293,245,18
21,2,958,86,5
21,2,1054,339,5
21,2,1139,750,5
21,2,828,746,5
21,3,503,269,31
21,3,1038,354,5
21,3,1217,295,5
21,3,273,857,17
21,4,187,401,5
21,4,802,645,5
21,4,755,835,5
21,4,238,329,5
21,4,558,242,5
21,4,509,20,5
21,4,484,4,5
21,4,327,1096,5
21,4,366,1089,5
21,4,1311,678,5
21,4,1182,900,5
22,1,666,112,93
22,1,658,334,64
22,1,817,362,36
22,1,964,375,31
22,1,1244,886,41
22,1,815,675,52
22,1,1028,696,51
22,1,663,933,36
22,1,751,989,62
22,1,1067,894,60
22,1,596,598,57
22,1,717,876,59
22,1,758,876,5
22,1,1049,40,5
22,1,915,30,5
22,1,640,10,5
22,1,513,865,50
22,1,428,822,36
22,1,721,626,57
22,1,629,689,35
22,1,668,754,5
22,1,666,747,5
22,1,817,820,5
22,1,811,737,5
22,1,652,870,33
22,1,852,730,5
22,1,888,760,5
22,1,935,964,5
22,1,917,595,5
22,1,987,520,5
22,1,704,429,5
22,1,747,442,5
22,1,816,428,5
22,1,909,345,5
22,1,861,312,5
22,1,879,507,26
22,1,979,414,20
22,1,1167,469,25
22,1,907,248,209
22,1,772,260,5
22,1,841,133,23
22,1,809,9,5
22,1,549,158,5
22,1,1160,891,5
22,1,1325,814,46
22,2,900,924,28
22,2,387,708,72
22,2,589,776,52
22,2,155,771,29
22,2,574,958,32
22,2,625,1098,55
22,2,898,1108,58
22,2,299,630,61
22,2,140,659,62
22,2,543,474,74
22,2,647,512,11
22,2,273,216,5
22,2,522,306,5
22,2,521,221,5
22,2,531,671,5
22,2,1157,590,33
22,2,1010,471,5
22,2,1025,431,5
22,2,1196,722,5
22,2,1242,696,5
22,2,1194,792,5
22,2,1202,768,5
22,2,936,764,5
22,2,911,836,5
22,2,743,759,5
22,4,723,477,5
22,4,619,443,5
23,1,344,552,131
23,1,491,722,80
23,1,984,33,41
23,1,131,778,47
23,1,484,584,73
23,1,567,798,24
23,1,322,242,80
23,1,571,257,5
23,1,549,399,5
23,1,342,107,5
23,1,120,533,5
23,2,1188,626,118
23,2,825,622,19
23,2,1073,110,34
23,2,885,521,35
23,2,756,597,42
23,2,142,418,5
23,4,598,844,5
23,4,1261,407,5
24,1,892,601,116
24,1,846,835,140
24,1,1013,732,80
24,1,1056,807,43
24,1,542,82,114
24,1,1229,961,38
24,1,1026,992,5
24,1,984,89,5
24,1,990,770,5
24,1,915,873,25
24,1,1147,85,45
24,1,972,40,34
24,1,897,346,5
24,1,328,87,5
24,1,278,235,5
24,1,251,267,5
24,1,997,1011,5
24,2,211,687,141
24,2,732,81,29
24,2,772,980,18
24,3,851,92,5
24,4,740,620,5
24,4,723,659,5
24,4,742,700,5
25,1,766,496,158
25,1,1015,621,109
25,1,738,791,141
25,1,619,933,97
25,1,756,228,77
25,1,504,673,140
25,1,697,490,43
25,1,275,691,51
25,1,499,460,73
25,1,738,997,5
25,1,1005,1023,5
25,1,650,305,5
25,1,334,465,5
25,1,995,53,5
25,1,417,868,5
25,1,495,1012,5
25,1,215,727,5
25,1,651,1040,5
25,1,673,1057,5
25,1,559,826,53
25,1,1077,796,34
25,1,895,883,37
25,1,966,927,38
25,1,1063,756,25
25,1,1150,799,51
25,1,924,948,19
25,1,844,668,5
25,1,846,693,5
25,1,766,828,5
25,1,718,776,5
25,1,653,822,5
25,1,830,858,5
25,1,732,730,5
25,1,724,731,5
25,1,777,797,5
25,1,874,834,5
25,1,673,815,5
25,1,625,757,45
25,1,1102,337,41
25,1,1095,510,41
25,1,1122,445,25
25,1,1001,341,41
25,1,967,468,5
25,1,1078,170,44
25,1,694,121,27
25,1,632,254,16
25,1,595,203,18
25,1,428,395,5
25,1,374,428,5
25,1,518,362,52
25,1,599,337,5
25,1,305,617,5
25,1,180,591,5
25,1,440,883,5
25,1,550,943,5
25,1,560,948,5
25,1,640,1008,5
25,1,317,889,5
25,1,451,954,5
25,1,481,924,5
25,1,645,1070,5
25,1,747,985,5
25,1,1051,926,5
25,1,984,877,5
25,1,1021,432,5
25,1,856,221,5
25,1,888,215,5
